Reference vector (1/18): 0.9965845, 0.082579345
1/100: weights=[0.64714986 1.3528502 ], train_loss=[1.886674  2.0196874], train_acc=[0.33758333 0.299125  ], test_loss=[1.8804067 2.0031583], test_acc=[0.3363  0.30795]
54/100: weights=[1.2661178  0.73388225], train_loss=[0.6782254 0.8514658], train_acc=[0.77931667 0.71561667], test_loss=[0.67241997 0.8439855 ], test_acc=[0.78125 0.7193 ]
56/100: weights=[0.9031686 1.0968313], train_loss=[0.6723181 0.8402426], train_acc=[0.78105833 0.71975833], test_loss=[0.66617787 0.83428955], test_acc=[0.78135 0.7234 ]
58/100: weights=[1.347877 0.652123], train_loss=[0.666333   0.83607334], train_acc=[0.78305833 0.72069167], test_loss=[0.65853626 0.82867664], test_acc=[0.78365 0.72545]
60/100: weights=[1.0504196 0.9495804], train_loss=[0.65646243 0.8254814 ], train_acc=[0.786475 0.726075], test_loss=[0.6497807  0.82134086], test_acc=[0.78895 0.7313 ]
62/100: weights=[0.85748595 1.142514  ], train_loss=[0.65430164 0.8143067 ], train_acc=[0.78790833 0.72905833], test_loss=[0.64610684 0.81045604], test_acc=[0.7889  0.73195]
64/100: weights=[0.47275862 1.5272413 ], train_loss=[0.64481926 0.80841637], train_acc=[0.79034167 0.730525  ], test_loss=[0.63792795 0.8022883 ], test_acc=[0.79185 0.7355 ]
66/100: weights=[1.3661376  0.63386244], train_loss=[0.6410548  0.79832196], train_acc=[0.791725   0.73329167], test_loss=[0.6339994  0.79330176], test_acc=[0.79325 0.7374 ]
68/100: weights=[0.69033 1.30967], train_loss=[0.6338026 0.78756  ], train_acc=[0.794275   0.73760833], test_loss=[0.6263099 0.7846486], test_acc=[0.797   0.74075]
70/100: weights=[1.2397332 0.7602667], train_loss=[0.62778956 0.7802829 ], train_acc=[0.79560833 0.73961667], test_loss=[0.6203137  0.77784497], test_acc=[0.79805 0.74185]
72/100: weights=[1.5976613  0.40233877], train_loss=[0.6259542  0.77219415], train_acc=[0.79614167 0.74128333], test_loss=[0.62029874 0.76791966], test_acc=[0.79705 0.7436 ]
74/100: weights=[0.85514134 1.1448586 ], train_loss=[0.61985916 0.77012736], train_acc=[0.79815    0.74091667], test_loss=[0.61412555 0.76337147], test_acc=[0.80055 0.7446 ]
76/100: weights=[1.0135995 0.9864005], train_loss=[0.612942  0.7611446], train_acc=[0.801      0.74574167], test_loss=[0.6068     0.75848293], test_acc=[0.80225 0.7485 ]
78/100: weights=[1.6017271 0.3982729], train_loss=[0.6076183  0.75130963], train_acc=[0.80226667 0.74956667], test_loss=[0.60216737 0.74736786], test_acc=[0.80365 0.75205]
80/100: weights=[1.4347008 0.5652991], train_loss=[0.6042914  0.74603987], train_acc=[0.80351667 0.750925  ], test_loss=[0.59789884 0.74150795], test_acc=[0.8038 0.7518]
82/100: weights=[1.2909939 0.709006 ], train_loss=[0.59793174 0.7397736 ], train_acc=[0.80589167 0.75461667], test_loss=[0.5916786 0.7373773], test_acc=[0.80725 0.75535]
84/100: weights=[1.5528886 0.4471114], train_loss=[0.5964133  0.73377144], train_acc=[0.80649167 0.75601667], test_loss=[0.5918411  0.73119086], test_acc=[0.80715 0.75715]
86/100: weights=[0.66296273 1.3370372 ], train_loss=[0.58930826 0.7274787 ], train_acc=[0.80875833 0.7574    ], test_loss=[0.58351487 0.72385144], test_acc=[0.80945 0.75885]
88/100: weights=[0.43477303 1.565227  ], train_loss=[0.5854087  0.72308505], train_acc=[0.810325 0.7593  ], test_loss=[0.58020836 0.72091717], test_acc=[0.81085 0.76005]
90/100: weights=[1.229365   0.77063507], train_loss=[0.58168405 0.7195596 ], train_acc=[0.81060833 0.76030833], test_loss=[0.5766235  0.71579134], test_acc=[0.81245 0.7607 ]
92/100: weights=[1.1822209 0.817779 ], train_loss=[0.58175534 0.71363133], train_acc=[0.81100833 0.762375  ], test_loss=[0.5756424  0.71168435], test_acc=[0.8124 0.7617]
94/100: weights=[1.0318305 0.9681695], train_loss=[0.5735367 0.7081559], train_acc=[0.81401667 0.76295833], test_loss=[0.5672312  0.70594805], test_acc=[0.81575 0.76265]
96/100: weights=[1.364432   0.63556796], train_loss=[0.57314056 0.70623666], train_acc=[0.81406667 0.7644    ], test_loss=[0.56771815 0.7020815 ], test_acc=[0.8152  0.76395]
98/100: weights=[0.7621778 1.2378222], train_loss=[0.56477404 0.6969105 ], train_acc=[0.81733333 0.7669    ], test_loss=[0.5595938 0.6935221], test_acc=[0.8179 0.7661]
100/100: weights=[1.5779779  0.42202207], train_loss=[0.5633865  0.69494396], train_acc=[0.8179     0.76946667], test_loss=[0.5567809  0.69377536], test_acc=[0.8184 0.769 ]
