Reference vector (1/18): 0.9965845, 0.082579345
kappa to 0
kappa to 0
1/100: weights=[1.9617672  0.03823283], train_loss=[2.0726743 2.4476614], train_acc=[0.24523333 0.11563333], test_loss=[2.076632  2.4531908], test_acc=[0.24685 0.1172 ]
50/100: weights=[0.00828243 1.9917176 ], train_loss=[1.3328321  0.40548164], train_acc=[0.55075    0.86225833], test_loss=[1.3222089  0.42173892], test_acc=[0.5506  0.85765]
52/100: weights=[0.02256618 1.9774338 ], train_loss=[1.3262416  0.39579457], train_acc=[0.55544167 0.86691667], test_loss=[1.3170542 0.4138061], test_acc=[0.55355 0.86185]
54/100: weights=[0.002 1.998], train_loss=[1.292247  0.3901264], train_acc=[0.56531667 0.86849167], test_loss=[1.2817951  0.40984958], test_acc=[0.56755 0.86175]
56/100: weights=[0.07658082 1.9234192 ], train_loss=[1.2688597  0.40460777], train_acc=[0.5735 0.8638], test_loss=[1.2611442  0.42395484], test_acc=[0.5731  0.85825]
58/100: weights=[0.002 1.998], train_loss=[1.2485154  0.38588175], train_acc=[0.58273333 0.870825  ], test_loss=[1.2381451 0.4060285], test_acc=[0.5818 0.8654]
60/100: weights=[0.002 1.998], train_loss=[1.2250348  0.38859022], train_acc=[0.58826667 0.86815833], test_loss=[1.2110711  0.41421655], test_acc=[0.58945 0.8608 ]
62/100: weights=[0.00714718 1.9928528 ], train_loss=[1.212562  0.3724545], train_acc=[0.59450833 0.87389167], test_loss=[1.2008686  0.39213553], test_acc=[0.59545 0.8688 ]
64/100: weights=[0.00664005 1.9933599 ], train_loss=[1.194494  0.3627963], train_acc=[0.60025    0.87811667], test_loss=[1.1829623  0.38565832], test_acc=[0.60205 0.8717 ]
66/100: weights=[0.00576265 1.9942373 ], train_loss=[1.170617  0.3574552], train_acc=[0.609525 0.879275], test_loss=[1.1586641  0.38353258], test_acc=[0.6089 0.8703]
68/100: weights=[0.0049952 1.9950048], train_loss=[1.1548938  0.36890045], train_acc=[0.61545833 0.87669167], test_loss=[1.1425507 0.3971912], test_acc=[0.61485 0.86745]
70/100: weights=[0.00458521 1.9954147 ], train_loss=[1.1449748  0.35376728], train_acc=[0.61801667 0.880275  ], test_loss=[1.132595   0.37961805], test_acc=[0.6174 0.8713]
72/100: weights=[0.01773808 1.9822619 ], train_loss=[1.137614   0.35473165], train_acc=[0.62215833 0.88103333], test_loss=[1.1249566  0.38506737], test_acc=[0.62025 0.87275]
74/100: weights=[0.009978  1.9900221], train_loss=[1.1151433 0.341092 ], train_acc=[0.62868333 0.885625  ], test_loss=[1.104224  0.3680423], test_acc=[0.63015 0.87705]
76/100: weights=[0.0121717 1.9878283], train_loss=[1.1102266  0.34193867], train_acc=[0.63004167 0.88463333], test_loss=[1.0979284  0.37604302], test_acc=[0.6305  0.87415]
78/100: weights=[0.002 1.998], train_loss=[1.083758   0.35058454], train_acc=[0.64       0.88231667], test_loss=[1.073237   0.38095787], test_acc=[0.64105 0.8732 ]
80/100: weights=[0.00266567 1.9973344 ], train_loss=[1.0705575  0.32595462], train_acc=[0.6436     0.89091667], test_loss=[1.058487   0.35879973], test_acc=[0.6431  0.88005]
82/100: weights=[0.01162161 1.9883784 ], train_loss=[1.0744964 0.3358114], train_acc=[0.64294167 0.8859    ], test_loss=[1.0667866  0.36907208], test_acc=[0.63845 0.8772 ]
84/100: weights=[0.002 1.998], train_loss=[1.0578024 0.3249343], train_acc=[0.65011667 0.891575  ], test_loss=[1.0478314  0.35974166], test_acc=[0.6487  0.88245]
86/100: weights=[0.0155099 1.9844902], train_loss=[1.0356231  0.32625616], train_acc=[0.6582 0.8906], test_loss=[1.025864  0.3633026], test_acc=[0.6522  0.87825]
88/100: weights=[0.01007885 1.9899211 ], train_loss=[1.0384816  0.31934828], train_acc=[0.65615    0.89234167], test_loss=[1.0252434  0.35946256], test_acc=[0.6519 0.8811]
90/100: weights=[0.00247367 1.9975263 ], train_loss=[1.0194507  0.31488645], train_acc=[0.66296667 0.89366667], test_loss=[1.0067981  0.35641593], test_acc=[0.65905 0.8832 ]
92/100: weights=[0.002 1.998], train_loss=[1.0116873  0.36041728], train_acc=[0.66601667 0.878075  ], test_loss=[0.9999164  0.40678513], test_acc=[0.6663 0.8684]
94/100: weights=[0.002 1.998], train_loss=[0.99578714 0.3071406 ], train_acc=[0.6722     0.89658333], test_loss=[0.9843723  0.34876743], test_acc=[0.67155 0.88455]
96/100: weights=[0.002 1.998], train_loss=[1.0015278  0.32435265], train_acc=[0.66950833 0.88899167], test_loss=[0.98764193 0.37060317], test_acc=[0.6686 0.8782]
98/100: weights=[0.002 1.998], train_loss=[1.0033256 0.317122 ], train_acc=[0.67070833 0.89271667], test_loss=[0.99430287 0.35975957], test_acc=[0.66805 0.8798 ]
100/100: weights=[0.002 1.998], train_loss=[0.9695259 0.3238208], train_acc=[0.6815     0.88995833], test_loss=[0.9600663  0.37251917], test_acc=[0.68205 0.87565]
